filename,status,taric_code,confidence,model_version,backend_status,error_message,raw_response_json
654913c725a31dc42c887d1a13efe96d_1752053597102.jpg.webp,error,,,,,"Backend-Fehler für 654913c725a31dc42c887d1a13efe96d_1752053597102.jpg.webp: Status 404 - {""detail"":""Not Found""}",
6abec2498967351fc11c54662f38734c.jpeg.webp,error,,,,,"Backend-Fehler für 6abec2498967351fc11c54662f38734c.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
6b051562927249f2ae792d57efa85766-goods.jpeg.webp,error,,,,,"Backend-Fehler für 6b051562927249f2ae792d57efa85766-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
6b758f91-3af9-4cba-810e-f4b8861cd535_800x800.jpeg.webp,error,,,,,"Backend-Fehler für 6b758f91-3af9-4cba-810e-f4b8861cd535_800x800.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
6eb3c697f27b4e45abb79591e3d11254.jpg.webp,error,,,,,"Backend-Fehler für 6eb3c697f27b4e45abb79591e3d11254.jpg.webp: Status 404 - {""detail"":""Not Found""}",
6f9fd9e9b823444f97a90abcf85af957-goods.jpeg.webp,error,,,,,"Backend-Fehler für 6f9fd9e9b823444f97a90abcf85af957-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
71754d14-6dcc-4d53-995b-6383dc814e53.jpg.webp,error,,,,,"Backend-Fehler für 71754d14-6dcc-4d53-995b-6383dc814e53.jpg.webp: Status 404 - {""detail"":""Not Found""}",
73d4e504-aa6d-4f7d-acbc-1af6c9d66f60_2985x2985.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für 73d4e504-aa6d-4f7d-acbc-1af6c9d66f60_2985x2985.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
74544d6b-355d-422a-a5ae-2f1bb0396c66.jpg.webp,error,,,,,"Backend-Fehler für 74544d6b-355d-422a-a5ae-2f1bb0396c66.jpg.webp: Status 404 - {""detail"":""Not Found""}",
75e0ab33-ead5-4291-a443-3f393e43a5a0.jpg.webp,error,,,,,"Backend-Fehler für 75e0ab33-ead5-4291-a443-3f393e43a5a0.jpg.webp: Status 404 - {""detail"":""Not Found""}",
7773019b-af54-4cd7-bd55-196b86afa243_1500x1500.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für 7773019b-af54-4cd7-bd55-196b86afa243_1500x1500.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
778aec86-4bf2-11f0-b4c0-0a580a6328b6.jpg.webp,error,,,,,"Backend-Fehler für 778aec86-4bf2-11f0-b4c0-0a580a6328b6.jpg.webp: Status 404 - {""detail"":""Not Found""}",
779a663a-6492-40bf-a48c-056afb3460f9.jpg.webp,error,,,,,"Backend-Fehler für 779a663a-6492-40bf-a48c-056afb3460f9.jpg.webp: Status 404 - {""detail"":""Not Found""}",
7ac7d611fdaffd70129c48a37beacad8.jpg.webp,error,,,,,"Backend-Fehler für 7ac7d611fdaffd70129c48a37beacad8.jpg.webp: Status 404 - {""detail"":""Not Found""}",
7b133ad1-eacf-4be7-8706-3dad3ed99f6e.jpg.webp,error,,,,,"Backend-Fehler für 7b133ad1-eacf-4be7-8706-3dad3ed99f6e.jpg.webp: Status 404 - {""detail"":""Not Found""}",
7bd16421-6ac0-46aa-893f-ca3b57090c85.jpg.webp,error,,,,,"Backend-Fehler für 7bd16421-6ac0-46aa-893f-ca3b57090c85.jpg.webp: Status 404 - {""detail"":""Not Found""}",
7e6c23cb710fbf3bc1e87d6d90ca7736.jpg.webp,error,,,,,"Backend-Fehler für 7e6c23cb710fbf3bc1e87d6d90ca7736.jpg.webp: Status 404 - {""detail"":""Not Found""}",
81090f74-13d1-48e9-a216-45279f8efba8.jpg.webp,error,,,,,"Backend-Fehler für 81090f74-13d1-48e9-a216-45279f8efba8.jpg.webp: Status 404 - {""detail"":""Not Found""}",
83e5c57ac4da4f87a4923b9ffc60bd9f.jpg.webp,error,,,,,"Backend-Fehler für 83e5c57ac4da4f87a4923b9ffc60bd9f.jpg.webp: Status 404 - {""detail"":""Not Found""}",
852d82c7-2c15-4662-82cc-d16602e60608.jpg.webp,error,,,,,"Backend-Fehler für 852d82c7-2c15-4662-82cc-d16602e60608.jpg.webp: Status 404 - {""detail"":""Not Found""}",
860d9eceff8648278f6c0bd78ad0d686.jpg.webp,error,,,,,"Backend-Fehler für 860d9eceff8648278f6c0bd78ad0d686.jpg.webp: Status 404 - {""detail"":""Not Found""}",
861dbb2b-b5d6-468a-b336-230d0b2343f2.jpg.webp,error,,,,,"Backend-Fehler für 861dbb2b-b5d6-468a-b336-230d0b2343f2.jpg.webp: Status 404 - {""detail"":""Not Found""}",
8621830f1b0a6b2f83d88d10235df83e.jpeg.webp,error,,,,,"Backend-Fehler für 8621830f1b0a6b2f83d88d10235df83e.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
87300b4b-e5eb-423a-b21b-7db161e54d5a_1251x1251.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für 87300b4b-e5eb-423a-b21b-7db161e54d5a_1251x1251.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
88784ef0-d06b-48ad-a3b6-0f129d69c0fa.jpg.webp,error,,,,,"Backend-Fehler für 88784ef0-d06b-48ad-a3b6-0f129d69c0fa.jpg.webp: Status 404 - {""detail"":""Not Found""}",
8e66a32a9f1d409c9c888c26d2d8f712.jpg.webp,error,,,,,"Backend-Fehler für 8e66a32a9f1d409c9c888c26d2d8f712.jpg.webp: Status 404 - {""detail"":""Not Found""}",
93475b48076d40a190dddb11fd1eb6c4.jpg.webp,error,,,,,"Backend-Fehler für 93475b48076d40a190dddb11fd1eb6c4.jpg.webp: Status 404 - {""detail"":""Not Found""}",
9505cf22-cbc2-4d5b-a61b-9c905b8df2ae.jpg.webp,error,,,,,"Backend-Fehler für 9505cf22-cbc2-4d5b-a61b-9c905b8df2ae.jpg.webp: Status 404 - {""detail"":""Not Found""}",
9644e37e-97c4-4253-b266-0c43d716c63f_3000x3000.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für 9644e37e-97c4-4253-b266-0c43d716c63f_3000x3000.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
9729114c-6fe5-4dc6-801b-0533b1a32eb8_2985x2985.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für 9729114c-6fe5-4dc6-801b-0533b1a32eb8_2985x2985.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
9772cb4412e3288440c624dba3e2c343.jpeg.webp,error,,,,,"Backend-Fehler für 9772cb4412e3288440c624dba3e2c343.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
979d25aad82244ef9e022bcb75d0844e-goods.jpeg.webp,error,,,,,"Backend-Fehler für 979d25aad82244ef9e022bcb75d0844e-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
987844d9-a49f-421b-a9ee-60817c7444ce.jpg.webp,error,,,,,"Backend-Fehler für 987844d9-a49f-421b-a9ee-60817c7444ce.jpg.webp: Status 404 - {""detail"":""Not Found""}",
9f97a89f-0cea-49b2-80f0-dd68978800a6.jpg.webp,error,,,,,"Backend-Fehler für 9f97a89f-0cea-49b2-80f0-dd68978800a6.jpg.webp: Status 404 - {""detail"":""Not Found""}",
a0914bde-9a1d-443c-8a87-5f02d8b68e83.jpg.webp,error,,,,,"Backend-Fehler für a0914bde-9a1d-443c-8a87-5f02d8b68e83.jpg.webp: Status 404 - {""detail"":""Not Found""}",
a1e9771893a14afda690774640efb4f8-goods.jpeg.webp,error,,,,,"Backend-Fehler für a1e9771893a14afda690774640efb4f8-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
a66060b6-bb14-48b2-89ac-59da85a18110_1500x1500.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für a66060b6-bb14-48b2-89ac-59da85a18110_1500x1500.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
ac004f9e6ade4e219a954ee97ac99b8e-goods.jpeg.webp,error,,,,,"Backend-Fehler für ac004f9e6ade4e219a954ee97ac99b8e-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
ac33709127156a62486b514c04fd8370.jpeg.webp,error,,,,,"Backend-Fehler für ac33709127156a62486b514c04fd8370.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
ad5a1d1acd40461ab4801b634d2e8738-goods.jpeg.webp,error,,,,,"Backend-Fehler für ad5a1d1acd40461ab4801b634d2e8738-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
afb304b2cb2440c090f7e6b67dc152bf-goods.jpeg.webp,error,,,,,"Backend-Fehler für afb304b2cb2440c090f7e6b67dc152bf-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
b2d481be-3c4c-42e9-82d2-60d0639c308d.jpg.webp,error,,,,,"Backend-Fehler für b2d481be-3c4c-42e9-82d2-60d0639c308d.jpg.webp: Status 404 - {""detail"":""Not Found""}",
b427bbbc809e53e514275ab972261a6c.jpeg.webp,error,,,,,"Backend-Fehler für b427bbbc809e53e514275ab972261a6c.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
b7d11b22-7a3b-408f-bf18-456135a082f4_1500x1500.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für b7d11b22-7a3b-408f-bf18-456135a082f4_1500x1500.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
bbdfea2b-c531-49b1-8145-1b1de7229539.jpg.webp,error,,,,,"Backend-Fehler für bbdfea2b-c531-49b1-8145-1b1de7229539.jpg.webp: Status 404 - {""detail"":""Not Found""}",
bfd293bc984446839cf1ff02289068c2.jpg.webp,error,,,,,"Backend-Fehler für bfd293bc984446839cf1ff02289068c2.jpg.webp: Status 404 - {""detail"":""Not Found""}",
c2d00215c72147debb7c29a2d155460c-goods.jpeg.webp,error,,,,,"Backend-Fehler für c2d00215c72147debb7c29a2d155460c-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
c44554cb-fe0c-40f9-a7d1-457e6c8b6d93.jpg.webp,error,,,,,"Backend-Fehler für c44554cb-fe0c-40f9-a7d1-457e6c8b6d93.jpg.webp: Status 404 - {""detail"":""Not Found""}",
c50bdc2444c4460db834655f1924335e.jpg.webp,error,,,,,"Backend-Fehler für c50bdc2444c4460db834655f1924335e.jpg.webp: Status 404 - {""detail"":""Not Found""}",
ca94614dd5afbdc5549e1dccebddf5bc.jpg.webp,error,,,,,"Backend-Fehler für ca94614dd5afbdc5549e1dccebddf5bc.jpg.webp: Status 404 - {""detail"":""Not Found""}",
cb264802-d9ab-46d6-91d3-b4131c06348c.jpg.webp,error,,,,,"Backend-Fehler für cb264802-d9ab-46d6-91d3-b4131c06348c.jpg.webp: Status 404 - {""detail"":""Not Found""}",
cdb8314a3da44a60921ff40ff7d71f88.jpg.webp,error,,,,,"Backend-Fehler für cdb8314a3da44a60921ff40ff7d71f88.jpg.webp: Status 404 - {""detail"":""Not Found""}",
ceab3bc1-a552-44da-8eb6-b5de35564895.jpg.webp,error,,,,,"Backend-Fehler für ceab3bc1-a552-44da-8eb6-b5de35564895.jpg.webp: Status 404 - {""detail"":""Not Found""}",
cf63fd9f-7a84-4cbf-9657-915388801fe1_1000x1000.png.webp,error,,,,,"Backend-Fehler für cf63fd9f-7a84-4cbf-9657-915388801fe1_1000x1000.png.webp: Status 404 - {""detail"":""Not Found""}",
d0b56c801c6c42eab4a5565949e371cc-goods.jpeg.webp,error,,,,,"Backend-Fehler für d0b56c801c6c42eab4a5565949e371cc-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
d15da801-f18b-4354-b2c6-8fac5aba5c50.jpeg.webp,error,,,,,"Backend-Fehler für d15da801-f18b-4354-b2c6-8fac5aba5c50.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
d29b6f8b532c465bb315dd7caae4c158-goods.jpeg.webp,error,,,,,"Backend-Fehler für d29b6f8b532c465bb315dd7caae4c158-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
d413ce29-65d8-433d-88d1-0c3b41973682.jpg.webp,error,,,,,"Backend-Fehler für d413ce29-65d8-433d-88d1-0c3b41973682.jpg.webp: Status 404 - {""detail"":""Not Found""}",
d5be5997-bef5-45f5-860b-e0cb4ead5e13.jpg.webp,error,,,,,"Backend-Fehler für d5be5997-bef5-45f5-860b-e0cb4ead5e13.jpg.webp: Status 404 - {""detail"":""Not Found""}",
d697afac-b173-4870-bf15-970ed44c7aec.jpg.webp,error,,,,,"Backend-Fehler für d697afac-b173-4870-bf15-970ed44c7aec.jpg.webp: Status 404 - {""detail"":""Not Found""}",
d80e6e80fe1a46ec87ff02afb7277cac.jpg.webp,error,,,,,"Backend-Fehler für d80e6e80fe1a46ec87ff02afb7277cac.jpg.webp: Status 404 - {""detail"":""Not Found""}",
d81fc37a-d5b8-4904-8271-ce0fd1aa4a21.jpg.webp,error,,,,,"Backend-Fehler für d81fc37a-d5b8-4904-8271-ce0fd1aa4a21.jpg.webp: Status 404 - {""detail"":""Not Found""}",
d9b016b0-d8d3-421a-81e6-26633e9833bc.jpg.webp,error,,,,,"Backend-Fehler für d9b016b0-d8d3-421a-81e6-26633e9833bc.jpg.webp: Status 404 - {""detail"":""Not Found""}",
dc8b6e6b-96a7-43e2-aca8-94213bd0a263.jpeg.webp,error,,,,,"Backend-Fehler für dc8b6e6b-96a7-43e2-aca8-94213bd0a263.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
dca03f57-cca4-46ea-8d02-43d793e4134c.jpg.webp,error,,,,,"Backend-Fehler für dca03f57-cca4-46ea-8d02-43d793e4134c.jpg.webp: Status 404 - {""detail"":""Not Found""}",
de49e6c5-f1d3-41df-8f36-f3c8fa602fea.jpg.webp,error,,,,,"Backend-Fehler für de49e6c5-f1d3-41df-8f36-f3c8fa602fea.jpg.webp: Status 404 - {""detail"":""Not Found""}",
dfca48a5-d777-4e25-9667-5e6292ce93e3.jpg.webp,error,,,,,"Backend-Fehler für dfca48a5-d777-4e25-9667-5e6292ce93e3.jpg.webp: Status 404 - {""detail"":""Not Found""}",
e0f5688b-850f-44ae-94ae-4eeea4a2ea8e.jpg.webp,error,,,,,"Backend-Fehler für e0f5688b-850f-44ae-94ae-4eeea4a2ea8e.jpg.webp: Status 404 - {""detail"":""Not Found""}",
e34fb869-66f4-4f0d-ad2c-62ea96689b18.jpg.webp,error,,,,,"Backend-Fehler für e34fb869-66f4-4f0d-ad2c-62ea96689b18.jpg.webp: Status 404 - {""detail"":""Not Found""}",
e401e882-285f-4686-91f6-ee4ff1e27c4f.jpg.webp,error,,,,,"Backend-Fehler für e401e882-285f-4686-91f6-ee4ff1e27c4f.jpg.webp: Status 404 - {""detail"":""Not Found""}",
ea5182ec-cfc1-4c7a-b487-3258912e4acf.jpg.webp,error,,,,,"Backend-Fehler für ea5182ec-cfc1-4c7a-b487-3258912e4acf.jpg.webp: Status 404 - {""detail"":""Not Found""}",
eacf6453a8c1a4ddcede07e993a33df3.jpg.webp,error,,,,,"Backend-Fehler für eacf6453a8c1a4ddcede07e993a33df3.jpg.webp: Status 404 - {""detail"":""Not Found""}",
f939444d2ffe413189b7333db6051825-goods.jpeg.webp,error,,,,,"Backend-Fehler für f939444d2ffe413189b7333db6051825-goods.jpeg.webp: Status 404 - {""detail"":""Not Found""}",
fe546ea6-9677-4af9-bb27-bbedd9fdb421_1600x1600.jpeg.format.jpg.webp,error,,,,,"Backend-Fehler für fe546ea6-9677-4af9-bb27-bbedd9fdb421_1600x1600.jpeg.format.jpg.webp: Status 404 - {""detail"":""Not Found""}",
ffc99c49-23c1-4df4-abc2-c9c0f7f8e777.jpg.webp,error,,,,,"Backend-Fehler für ffc99c49-23c1-4df4-abc2-c9c0f7f8e777.jpg.webp: Status 404 - {""detail"":""Not Found""}",
sol_318-0130-0211_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_318-0130-0211_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
sol_318-0225-0111_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_318-0225-0111_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
sol_318-0240-0311_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_318-0240-0311_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
sol_318-0254-0111_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_318-0254-0111_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
sol_404-0014_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_404-0014_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
sol_404-0191-0111_pic1_1.jpg,error,,,,,"Backend-Fehler für sol_404-0191-0111_pic1_1.jpg: Status 404 - {""detail"":""Not Found""}",
